Stimulus_ID,Angle,Proximity,n_candidates,Candidates,Actor,path,label,annotator,list_id,Site,HeadTarget,face_x_min,face_y_min,face_x_max,face_y_max,option1_x,option1_y,option2_x,option2_y,option3_x,option3_y,option4_x,option4_y,DistEyeHead
880,right,1,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/1/right/IMG_1433.jpeg,yellow eraser,annotator1,7,Site0,-1,0.220276396,0.182215692,0.381874142,0.441493191,0.890518084,0.651163631,0.764418377,0.905414385,-1.0,-1.0,-1.0,-1.0,
881,right,1,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/1/right/IMG_1434.jpeg,white eraser,annotator1,12,Site0,-1,0.206008622,0.177395383,0.392,0.44060573,0.900293255,0.644070833,0.769305963,0.90687105,-1.0,-1.0,-1.0,-1.0,
882,right,1,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/1/right/IMG_1435.jpeg,white eraser,annotator1,5,Site0,-1,0.217214761,0.176717022,0.398,0.45084896,0.937262945,0.671554252,0.799527476,0.953079179,-1.0,-1.0,-1.0,-1.0,
883,front,2,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/2/front/IMG_1452.jpeg,yellow eraser,annotator1,1,Site0,-1,0.442055223,0.26850047,0.578472636,0.452763056,0.936461388,0.771262467,0.083088954,0.780055416,-1.0,-1.0,-1.0,-1.0,
884,front,2,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/2/front/IMG_1453.jpeg,yellow eraser,annotator1,0,Site0,-1,0.429449973,0.222634009,0.571527544,0.414459104,0.942326491,0.743721649,0.053763441,0.763180464,-1.0,-1.0,-1.0,-1.0,
885,front,2,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/2/front/IMG_1454.jpeg,white eraser,annotator1,3,Site0,-1,0.422390818,0.278120484,0.549,0.465395796,0.928641251,0.775697657,0.083088954,0.775697657,-1.0,-1.0,-1.0,-1.0,
886,front,2,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/2/front/IMG_1455.jpeg,white eraser,annotator1,12,Site0,-1,0.434552134,0.291312707,0.566425383,0.46962999,0.936461388,0.784745862,0.099706745,0.784745862,-1.0,-1.0,-1.0,-1.0,
887,left,2,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/2/left/IMG_1448.jpeg,yellow eraser,annotator1,18,Site0,-1,0.660052439,0.208159095,0.785553662,0.382261238,0.343247123,0.765395894,0.311617462,0.428152493,-1.0,-1.0,-1.0,-1.0,
888,left,2,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/2/left/IMG_1449.jpeg,yellow eraser,annotator1,14,Site0,-1,0.656256345,0.215001714,0.81015896,0.389103857,0.336614998,0.765395894,0.311478844,0.432062561,-1.0,-1.0,-1.0,-1.0,
889,left,2,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/2/left/IMG_1450.jpeg,white eraser,annotator1,13,Site0,-1,0.618100827,0.234771867,0.710517424,0.388884047,0.309815422,0.779081134,0.279627393,0.442815249,-1.0,-1.0,-1.0,-1.0,
890,left,2,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/2/left/IMG_1451.jpeg,white eraser,annotator1,10,Site0,-1,0.65847344,0.217934266,0.769870723,0.392036409,0.350126822,0.779081134,0.320814086,0.442815249,-1.0,-1.0,-1.0,-1.0,
891,right,2,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/2/right/IMG_1456.jpeg,yellow eraser,annotator1,19,Site0,-1,0.273050375,0.315464624,0.336920299,0.411074966,0.602150538,0.48643695,0.440860215,0.711510264,-1.0,-1.0,-1.0,-1.0,
892,right,2,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/2/right/IMG_1457.jpeg,yellow eraser,annotator1,15,Site0,-1,0.236503616,0.336110157,0.33241134,0.416822394,0.595307918,0.491568915,0.434995112,0.716642229,-1.0,-1.0,-1.0,-1.0,
893,right,2,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/2/right/IMG_1458.jpeg,white eraser,annotator1,4,Site0,-1,0.239340499,0.318674208,0.329574457,0.434258343,0.598240469,0.494501466,0.440860215,0.726173021,-1.0,-1.0,-1.0,-1.0,
894,right,2,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/2/right/IMG_1459.jpeg,white eraser,annotator1,13,Site0,-1,0.242863681,0.311177972,0.326051276,0.441754579,0.595307918,0.500366569,0.440860215,0.732771261,-1.0,-1.0,-1.0,-1.0,
895,front,3,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/3/front/IMG_1464.jpeg,yellow eraser,annotator1,5,Site0,-1,0.465545232,0.358517715,0.564757798,0.494603754,0.875855327,0.732226867,0.083088954,0.756612106,-1.0,-1.0,-1.0,-1.0,
896,front,3,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/3/front/IMG_1465.jpeg,yellow eraser,annotator1,9,Site0,-1,0.492915711,0.313405326,0.592128277,0.445722719,0.913000978,0.690095811,0.099706745,0.720309715,-1.0,-1.0,-1.0,-1.0,
897,front,3,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/3/front/IMG_1466.jpeg,white eraser,annotator1,4,Site0,-1,0.449751026,0.385657312,0.564911731,0.544469387,0.942326491,0.816073932,0.036168133,0.836624903,-1.0,-1.0,-1.0,-1.0,
898,front,3,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/3/front/IMG_1467.jpeg,white eraser,annotator1,15,Site0,-1,0.449751026,0.358587511,0.564911731,0.519398404,0.942326491,0.798896137,0.036168133,0.814243821,-1.0,-1.0,-1.0,-1.0,
899,left,3,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/3/left/IMG_1460.jpeg,yellow eraser,annotator1,10,Site0,-1,0.546708093,0.252036409,0.653730147,0.395079915,0.270311204,0.749755621,0.26,0.417399804,-1.0,-1.0,-1.0,-1.0,
900,left,3,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/3/left/IMG_1461.jpeg,yellow eraser,annotator1,19,Site0,-1,0.564443889,0.244897724,0.6691827,0.392182698,0.295210166,0.743730173,0.268562443,0.417399804,-1.0,-1.0,-1.0,-1.0,
901,left,3,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/3/left/IMG_1462.jpeg,white eraser,annotator1,16,Site0,-1,0.562657978,0.240306204,0.637971019,0.38334971,0.308490503,0.749755621,0.268562443,0.417399804,-1.0,-1.0,-1.0,-1.0,
902,left,3,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/3/left/IMG_1463.jpeg,white eraser,annotator1,17,Site0,-1,0.574671039,0.265563454,0.650485332,0.391328042,0.31977827,0.764418377,0.268562443,0.417399804,-1.0,-1.0,-1.0,-1.0,
903,right,3,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/3/right/IMG_1468.jpeg,yellow eraser,annotator1,18,Site0,-1,0.417684453,0.253143513,0.526,0.376377504,0.851087405,0.453567937,0.642966166,0.832844575,-1.0,-1.0,-1.0,-1.0,
904,right,3,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/3/right/IMG_1469.jpeg,yellow eraser,annotator1,3,Site0,-1,0.247064951,0.153637947,0.380180707,0.307750127,0.807270471,0.403714565,0.545334988,0.900293255,-1.0,-1.0,-1.0,-1.0,
905,right,3,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/3/right/IMG_1470.jpeg,white eraser,annotator1,1,Site0,-1,0.329526693,0.209717339,0.454442026,0.368993445,0.845552297,0.439403606,0.602150538,0.88130384,-1.0,-1.0,-1.0,-1.0,
906,right,3,2,yellow eraser+white eraser,X,./stimuli/A_cropped/yellow_white_X/3/right/IMG_1471.jpeg,white eraser,annotator1,18,Site0,-1,0.400875171,0.304560049,0.516035875,0.461279533,0.875855327,0.523958498,0.666666667,0.925376359,-1.0,-1.0,-1.0,-1.0,
12111,right,2,4,pen holder+bunny+tulips+kettle,Z,./stimuli/B_cropped_v1117/pens_bunny_tulip toy_kettle/IMG_4040.jpg,kettle,annotator2,13,SiteB,bunny,0.154605757,0.197406407,0.28918701,0.371508549,0.89540567,0.569892473,0.744868035,0.500488759,0.500488759,0.476050831,0.1485826,0.744868035,2.0
12343,front,2,2,tulips+kettle,Z,./stimuli/B_cropped_v1117/tulip toy_kettle/IMG_3806.jpg,tulips,annotator1,1,SiteB,kettle,0.443088345,0.233694793,0.593079788,0.442747044,0.769305963,0.500488759,0.250244379,0.769305963,-1.0,-1.0,-1.0,-1.0,1.0
11890,front,2,2,wooden hand+tulips,Z,./stimuli/B_cropped_v1117/hand_tulip toy/IMG_4473.jpg,wooden hand,annotator2,2,SiteH,wooden hand,0.424938067,0.074366219,0.622960271,0.332280897,0.853372434,0.632453568,0.250244379,0.500488759,-1.0,-1.0,-1.0,-1.0,0.0
11499,front,3,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4460.jpg,wooden hand,annotator1,9,SiteH,-1,0.366786406,0.269675569,0.503203819,0.449777021,0.866080156,0.671554252,0.101661779,0.660801564,-1.0,-1.0,-1.0,-1.0,
11465,left,3,3,bottle+umbrella+keys,Z,./stimuli/B_cropped_v1117/bottle2_umbrella_keys/IMG_3521.jpg,keys,annotator2,9,SiteB,keys,0.645067551,0.28564518,0.774287287,0.449447685,0.866080156,0.671554252,0.500488759,0.769305963,0.099706745,0.782013685,-1.0,-1.0,0.0
11877,right,3,2,wooden hand+tulips,Z,./stimuli/B_cropped_v1117/hand_tulip toy/IMG_4265.jpg,tulips,annotator2,10,SiteH,-1,0.232984118,0.164599327,0.394581864,0.380855218,0.942326491,0.542521994,0.481915934,0.602150538,-1.0,-1.0,-1.0,-1.0,
11566,front,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4509.jpg,bottle,annotator1,7,SiteH,bunny,0.390885569,0.212816855,0.610091948,0.410839059,0.89540567,0.632453568,0.500488759,0.632453568,0.109481916,0.671554252,-1.0,-1.0,1.0
11664,right,2,4,wooden hand+bunny+kettle+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_kettle_bottle2/IMG_4358.jpg,bunny,annotator2,17,SiteH,kettle,0.122524685,0.085541583,0.284122431,0.29178002,0.935483871,0.403714565,0.811339198,0.500488759,0.594330401,0.671554252,0.335288368,0.671554252,1.0
11754,left,1,4,wooden hand+bunny+kettle+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_kettle_bottle2/IMG_4806.jpg,wooden hand,annotator2,8,SiteH,wooden hand,0.653316474,0.171133698,0.81491422,0.38018595,0.602150538,0.744868035,0.403714565,0.744868035,0.219941349,0.721407625,0.053763441,0.632453568,0.0
11575,front,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4518.jpg,bottle,annotator1,0,SiteH,wooden hand,0.434352642,0.215270177,0.595950388,0.420115942,0.744868035,0.632453568,0.500488759,0.671554252,0.250244379,0.671554252,-1.0,-1.0,2.0
12273,right,3,2,tissue+stuffed bird,Z,./stimuli/B_cropped_v1117/tissue_bird/IMG_3855.jpg,stuffed bird,annotator2,10,SiteB,-1,0.186978863,0.126795349,0.336970306,0.324817554,0.853372434,0.594330401,0.301075269,0.769305963,-1.0,-1.0,-1.0,-1.0,
12084,right,1,4,pen holder+bunny+tulips+kettle,Z,./stimuli/B_cropped_v1117/pens_bunny_tulip toy_kettle/IMG_4012.jpg,pen holder,annotator2,14,SiteB,pen holder,0.187786713,0.255079916,0.312702046,0.429182059,0.91202346,0.632453568,0.744868035,0.579667644,0.500488759,0.548387097,0.335288368,0.769305963,0.0
11560,front,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4503.jpg,bottle,annotator1,19,SiteH,-1,0.409852763,0.212816855,0.559844206,0.410839059,0.89540567,0.632453568,0.500488759,0.632453568,0.109481916,0.671554252,-1.0,-1.0,
11398,front,1,3,bottle+umbrella+keys,Z,./stimuli/B_cropped_v1117/bottle2_umbrella_keys/IMG_3447.jpg,keys,annotator2,1,SiteB,-1,0.41523912,0.245767298,0.55445785,0.438494676,0.716520039,0.500488759,0.500488759,0.721407625,0.146627566,0.788856305,-1.0,-1.0,
12317,right,1,2,tulips+kettle,Z,./stimuli/B_cropped_v1117/tulip toy_kettle/IMG_3780.jpg,kettle,annotator1,6,SiteB,tulips,0.243619251,0.2477063,0.380036663,0.436555675,0.801564027,0.515151515,0.671554252,0.744868035,-1.0,-1.0,-1.0,-1.0,1.0
11747,front,3,4,wooden hand+bunny+kettle+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_kettle_bottle2/IMG_4593.jpg,wooden hand,annotator2,16,SiteH,bottle,0.420579445,0.452269221,0.519792011,0.578033809,0.959921799,0.721407625,0.703812317,0.749755621,0.335288368,0.788856305,0.053763441,0.744868035,3.0
12329,right,3,2,tulips+kettle,Z,./stimuli/B_cropped_v1117/tulip toy_kettle/IMG_3792.jpg,kettle,annotator1,2,SiteB,tulips,0.225363473,0.218674212,0.357236723,0.404981702,0.884652981,0.488758553,0.359726295,0.744868035,-1.0,-1.0,-1.0,-1.0,1.0
11883,front,1,2,wooden hand+tulips,Z,./stimuli/B_cropped_v1117/hand_tulip toy/IMG_4466.jpg,tulips,annotator2,18,SiteH,-1,0.401477656,0.079362293,0.599499861,0.325329789,0.716520039,0.632453568,0.359726295,0.523949169,-1.0,-1.0,-1.0,-1.0,
12148,front,1,4,pen holder+bunny+tulips+kettle,Z,./stimuli/B_cropped_v1117/pens_bunny_tulip toy_kettle/IMG_4077.jpg,bunny,annotator2,2,SiteB,bunny,0.425493037,0.217225211,0.57548448,0.422070976,0.788856305,0.686217009,0.602150538,0.671554252,0.373411535,0.500488759,0.105571848,0.744868035,0.0
12126,right,3,4,pen holder+bunny+tulips+kettle,Z,./stimuli/B_cropped_v1117/pens_bunny_tulip toy_kettle/IMG_4055.jpg,tulips,annotator2,1,SiteB,pen holder,0.254247605,0.260782792,0.369408309,0.423479183,0.942326491,0.590420332,0.788856305,0.632453568,0.500488759,0.515151515,0.105571848,0.788856305,2.0
11578,front,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4521.jpg,bottle,annotator1,18,SiteH,bunny,0.405422111,0.217225211,0.595555406,0.422070976,0.744868035,0.632453568,0.500488759,0.671554252,0.250244379,0.671554252,-1.0,-1.0,1.0
11434,left,1,3,bottle+umbrella+keys,Z,./stimuli/B_cropped_v1117/bottle2_umbrella_keys/IMG_3489.jpg,keys,annotator2,8,SiteB,-1,0.565162941,0.234484953,0.699744194,0.414586406,0.579667644,0.632453568,0.359726295,0.769305963,0.11827957,0.788856305,-1.0,-1.0,
11515,left,2,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4696.jpg,bunny,annotator1,16,SiteH,wooden hand,0.635721166,0.104970784,0.797318912,0.321226675,0.434995112,0.671554252,0.109481916,0.500488759,-1.0,-1.0,-1.0,-1.0,1.0
11039,right,2,4,bottle+tulips+kettle+bunny,Z,./stimuli/B_cropped_v1117/bottle2_tulip toy_kettle_bunny/IMG_3628.jpg,kettle,annotator1,3,SiteB,bunny,0.225363473,0.26387757,0.357236723,0.437979713,0.921798631,0.671554252,0.769305963,0.523949169,0.632453568,0.721407625,0.359726295,0.632453568,1.0
11485,right,3,2,bunny+wooden hand,Z,./stimuli/B_cropped_v1117/bunny_hand/IMG_4251.jpg,bunny,annotator1,12,SiteH,wooden hand,0.200664103,0.256503954,0.350655546,0.445353329,0.884652981,0.671554252,0.470185728,0.721407625,-1.0,-1.0,-1.0,-1.0,1.0
11720,front,2,4,wooden hand+bunny+kettle+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_kettle_bottle2/IMG_4567.jpg,kettle,annotator2,9,SiteH,bunny,0.44,0.415612532,0.56,0.569724711,0.942326491,0.749755621,0.69599218,0.769305963,0.359726295,0.853372434,0.10459433,0.788856305,1.0
11956,front,1,3,kettle+bunny+tulips,Z,./stimuli/B_cropped_v1117/kettle_bunny_tulip toy/IMG_3937.jpg,tulips,annotator2,12,SiteB,-1,0.449799998,0.077239037,0.621558751,0.311812772,0.853372434,0.721407625,0.500488759,0.500488759,0.188660802,0.42228739,-1.0,-1.0,
11541,right,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4307.jpg,wooden hand,annotator1,16,SiteH,bunny,0.262509123,0.302978254,0.394382373,0.477080397,0.884652981,0.602150538,0.721407625,0.721407625,0.382209189,0.788856305,-1.0,-1.0,1.0
11524,right,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4290.jpg,bottle,annotator1,18,SiteH,-1,0.235901586,0.295604638,0.377979157,0.484454013,0.89540567,0.632453568,0.769305963,0.632453568,0.542521994,0.810361681,-1.0,-1.0,
11563,front,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4506.jpg,bottle,annotator1,18,SiteH,wooden hand,0.434352642,0.209405075,0.595950388,0.414250839,0.89540567,0.632453568,0.500488759,0.671554252,0.109481916,0.671554252,-1.0,-1.0,2.0
12129,right,3,4,pen holder+bunny+tulips+kettle,Z,./stimuli/B_cropped_v1117/pens_bunny_tulip toy_kettle/IMG_4058.jpg,pen holder,annotator2,16,SiteB,bunny,0.248968879,0.263715343,0.355136693,0.426411734,0.942326491,0.595307918,0.788856305,0.632453568,0.500488759,0.515151515,0.105571848,0.769305963,1.0
11591,front,3,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4534.jpg,bottle,annotator1,7,SiteH,bottle,0.416515444,0.366873925,0.531676149,0.514846505,0.921798631,0.686217009,0.500488759,0.721407625,0.064516129,0.721407625,-1.0,-1.0,0.0
11549,right,3,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4315.jpg,wooden hand,annotator1,4,SiteH,wooden hand,0.287483186,0.295158117,0.402643891,0.46926026,0.853372434,0.579667644,0.671554252,0.686217009,0.250244379,0.788856305,-1.0,-1.0,0.0
12282,front,1,2,tissue+stuffed bird,Z,./stimuli/B_cropped_v1117/tissue_bird/IMG_3864.jpg,stuffed bird,annotator2,5,SiteB,stuffed bird,0.426912763,0.098529362,0.603390268,0.323758028,0.671554252,0.788856305,0.219941349,0.832844575,-1.0,-1.0,-1.0,-1.0,0.0
12132,right,3,4,pen holder+bunny+tulips+kettle,Z,./stimuli/B_cropped_v1117/pens_bunny_tulip toy_kettle/IMG_4061.jpg,tulips,annotator2,2,SiteB,tulips,0.213202157,0.253940172,0.338117491,0.416636563,0.942326491,0.579667644,0.788856305,0.632453568,0.500488759,0.500488759,0.105571848,0.769305963,0.0
11304,left,1,4,bottle+tulips+kettle+wooden hand,Z,./stimuli/B_cropped_v1117/bottle2_tulip toy_kettle_hand/IMG_4864.jpg,bottle,annotator1,11,SiteH,bottle,0.663076561,0.20471158,0.805154133,0.397438958,0.542521994,0.769305963,0.405669599,0.560117302,0.230694037,0.721407625,0.099706745,0.602150538,0.0
11966,front,2,3,kettle+bunny+tulips,Z,./stimuli/B_cropped_v1117/kettle_bunny_tulip toy/IMG_3947.jpg,kettle,annotator2,4,SiteB,-1,0.432280052,0.08543846,0.568697465,0.274287835,0.866080156,0.590420332,0.500488759,0.500488759,0.11827957,0.359726295,-1.0,-1.0,
11066,front,1,4,bottle+tulips+kettle+bunny,Z,./stimuli/B_cropped_v1117/bottle2_tulip toy_kettle_bunny/IMG_3661.jpg,kettle,annotator1,3,SiteB,bottle,0.511344875,0.16801379,0.636260208,0.348115242,0.884652981,0.632453568,0.660801564,0.407624633,0.500488759,0.671554252,0.188660802,0.500488759,2.0
11150,left,2,4,bottle+tulips+kettle+bunny,Z,./stimuli/B_cropped_v1117/bottle2_tulip toy_kettle_bunny/IMG_3744.jpg,kettle,annotator1,0,SiteB,tulips,0.687297954,0.349695656,0.812213287,0.520294568,0.810361681,0.788856305,0.579667644,0.632453568,0.359726295,0.788856305,0.1485826,0.744868035,1.0
11314,left,1,4,bottle+tulips+kettle+wooden hand,Z,./stimuli/B_cropped_v1117/bottle2_tulip toy_kettle_hand/IMG_4874.jpg,tulips,annotator1,17,SiteH,kettle,0.637614249,0.221777231,0.787605692,0.401878683,0.548387097,0.769305963,0.407624633,0.548387097,0.250244379,0.704789834,0.105571848,0.560117302,1.0
11165,left,3,4,bottle+tulips+kettle+bunny,Z,./stimuli/B_cropped_v1117/bottle2_tulip toy_kettle_bunny/IMG_3759.jpg,tulips,annotator1,18,SiteB,bottle,0.71856823,0.330348733,0.833728935,0.504450876,0.866080156,0.788856305,0.569892473,0.632453568,0.335288368,0.769305963,0.109481916,0.686217009,1.0
11783,left,2,4,wooden hand+bunny+kettle+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_kettle_bottle2/IMG_4831.jpg,wooden hand,annotator2,0,SiteH,kettle,0.689422656,0.147999555,0.839414099,0.33684893,0.853372434,0.721407625,0.500488759,0.671554252,0.250244379,0.632453568,0.064516129,0.579667644,2.0
12216,left,1,4,pen holder+bunny+tulips+kettle,Z,./stimuli/B_cropped_v1117/pens_bunny_tulip toy_kettle/IMG_4145.jpg,kettle,annotator2,0,SiteB,kettle,0.676976376,0.318618528,0.808849626,0.492720671,0.721407625,0.769305963,0.458455523,0.769305963,0.284457478,0.579667644,0.1485826,0.769305963,0.0
11834,front,2,2,wooden hand+kettle,Z,./stimuli/B_cropped_v1117/hand_kettle/IMG_4489.jpg,wooden hand,annotator2,13,SiteH,-1,0.437842798,0.054756143,0.606145472,0.289329878,0.788856305,0.542521994,0.250244379,0.671554252,-1.0,-1.0,-1.0,-1.0,
12304,left,2,2,tissue+stuffed bird,Z,./stimuli/B_cropped_v1117/tissue_bird/IMG_3888.jpg,tissue,annotator2,0,SiteB,tissue,0.7,0.203041684,0.863852026,0.401063888,0.500488759,0.788856305,0.11827957,0.721407625,-1.0,-1.0,-1.0,-1.0,0.0
11109,front,3,4,bottle+tulips+kettle+bunny,Z,./stimuli/B_cropped_v1117/bottle2_tulip toy_kettle_bunny/IMG_3704.jpg,bottle,annotator1,12,SiteB,tulips,0.530061361,0.392518898,0.629273927,0.524392148,0.935483871,0.721407625,0.734115347,0.602150538,0.440860215,0.744868035,0.1485826,0.703812317,1.0
11545,right,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4311.jpg,bunny,annotator1,9,SiteH,bottle,0.232866563,0.312753425,0.369283975,0.486855568,0.884652981,0.602150538,0.721407625,0.721407625,0.382209189,0.788856305,-1.0,-1.0,1.0
11459,left,3,3,bottle+umbrella+keys,Z,./stimuli/B_cropped_v1117/bottle2_umbrella_keys/IMG_3515.jpg,bottle,annotator2,3,SiteB,bottle,0.694809013,0.266572551,0.834027742,0.45288004,0.866080156,0.671554252,0.500488759,0.769305963,0.11827957,0.769305963,-1.0,-1.0,0.0
12066,left,1,2,keys+remote control,Z,./stimuli/B_cropped_v1117/keys_remote2/IMG_3395.jpg,remote control,annotator2,12,SiteB,remote control,0.545207058,0.217347188,0.735340352,0.439544308,0.359726295,0.890518084,0.188660802,0.849462366,-1.0,-1.0,-1.0,-1.0,0.0
11288,front,3,4,bottle+tulips+kettle+wooden hand,Z,./stimuli/B_cropped_v1117/bottle2_tulip toy_kettle_hand/IMG_4644.jpg,tulips,annotator1,13,SiteH,tulips,0.450882476,0.444327305,0.550095041,0.576200554,0.942326491,0.788856305,0.671554252,0.693059629,0.359726295,0.788856305,0.042033236,0.721407625,0.0
11429,front,3,3,bottle+umbrella+keys,Z,./stimuli/B_cropped_v1117/bottle2_umbrella_keys/IMG_3483.jpg,keys,annotator2,0,SiteB,keys,0.419458267,0.374556814,0.5443736,0.528668993,0.884652981,0.671554252,0.500488759,0.832844575,0.099706745,0.832844575,-1.0,-1.0,0.0
11617,left,2,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4764.jpg,bunny,annotator1,6,SiteH,bottle,0.596558531,0.241394676,0.746549974,0.415496819,0.542521994,0.744868035,0.250244379,0.671554252,0.078201369,0.671554252,-1.0,-1.0,1.0
11191,right,1,4,bottle+tulips+kettle+wooden hand,Z,./stimuli/B_cropped_v1117/bottle2_tulip toy_kettle_hand/IMG_4396.jpg,wooden hand,annotator1,14,SiteH,tulips,0.220214445,0.151233277,0.370205888,0.349255481,0.866080156,0.542521994,0.764418377,0.458455523,0.69599218,0.671554252,0.548387097,0.602150538,2.0
11946,right,3,3,kettle+bunny+tulips,Z,./stimuli/B_cropped_v1117/kettle_bunny_tulip toy/IMG_3927.jpg,bunny,annotator2,12,SiteB,kettle,0.21514692,0.204249026,0.330307625,0.378351169,0.884652981,0.632453568,0.590420332,0.671554252,0.165200391,0.500488759,-1.0,-1.0,1.0
12162,front,2,4,pen holder+bunny+tulips+kettle,Z,./stimuli/B_cropped_v1117/pens_bunny_tulip toy_kettle/IMG_4091.jpg,tulips,annotator2,14,SiteB,-1,0.435674646,0.305153099,0.541842461,0.459265278,0.853372434,0.654936461,0.635386119,0.671554252,0.359726295,0.523949169,0.105571848,0.671554252,
11903,left,1,2,wooden hand+tulips,Z,./stimuli/B_cropped_v1117/hand_tulip toy/IMG_4707.jpg,tulips,annotator2,6,SiteH,wooden hand,0.66876383,0.052801109,0.840522583,0.287374844,0.390029326,0.632453568,0.105571848,0.442815249,-1.0,-1.0,-1.0,-1.0,1.0
11385,right,3,3,bottle+umbrella+keys,Z,./stimuli/B_cropped_v1117/bottle2_umbrella_keys/IMG_3434.jpg,umbrella,annotator2,15,SiteB,-1,0.40557586,0.250638851,0.534795596,0.439488226,0.942326491,0.671554252,0.594330401,0.744868035,0.129032258,0.827956989,-1.0,-1.0,
12202,left,1,4,pen holder+bunny+tulips+kettle,Z,./stimuli/B_cropped_v1117/pens_bunny_tulip toy_kettle/IMG_4131.jpg,tulips,annotator2,7,SiteB,-1,0.670794226,0.202740513,0.807211639,0.391589888,0.703812317,0.686217009,0.440860215,0.671554252,0.265884653,0.500488759,0.109481916,0.671554252,
11323,left,2,4,bottle+tulips+kettle+wooden hand,Z,./stimuli/B_cropped_v1117/bottle2_tulip toy_kettle_hand/IMG_4883.jpg,wooden hand,annotator1,6,SiteH,-1,0.663837544,0.214024197,0.788752877,0.38812634,0.703812317,0.769305963,0.470185728,0.548387097,0.250244379,0.671554252,0.078201369,0.548387097,
11601,left,1,3,wooden hand+bunny+bottle,Z,./stimuli/B_cropped_v1117/hand_bunny_bottle2/IMG_4748.jpg,wooden hand,annotator1,15,SiteH,bunny,0.615193307,0.185446376,0.776791053,0.38346858,0.500488759,0.686217009,0.250244379,0.671554252,0.10459433,0.632453568,-1.0,-1.0,1.0
12128,right,3,4,pen holder+bunny+tulips+kettle,Z,./stimuli/B_cropped_v1117/pens_bunny_tulip toy_kettle/IMG_4057.jpg,bunny,annotator2,5,SiteB,bunny,0.244472433,0.263715343,0.359633138,0.426411734,0.942326491,0.595307918,0.788856305,0.632453568,0.500488759,0.515151515,0.105571848,0.769305963,0.0
